"Disaster Number","State","County","Program Area","Project Identifier","Application ID","Primary Hazard","Type","Project Title","Project Counties","Status","Subgrantee","Cost Share Percentage","Federal Share Proposed","Project Amount","Federal Share Obligated","Non Federal Share","Date Initially Approved","Date Awarded","Date Approved","Date Closed","Subgrantee Tribal Indicator","Phased Project","Date Received","Date Submitted","Environmental Document Type"
"1585","California","Los Angeles","HMGP","DR-1585-0009-F","14","Earthquake","800.1: Miscellaneous","CalTech, Improving CISN Central Calif.EQ Monitoring, Caltech Element","LOS ANGELES","Closed","CALIF INSTITUTE OF TECHNOLOGY","0.75","49926","66568","49926","16642","2006/09/14 00:00:00","","2009/06/18 00:00:00","2009/06/18 00:00:00","No","","2009/06/18 00:00:00","2009/06/18 00:00:00","CATEX"
"1533","Guam","Guam","HMGP","DR-1533-0003-R","3","Typhoon","205.8: Retrofitting Public Structures - Wind","Mayor's Office-Harden Generator Shelter, Purchase Water Tank and install","GUAM","Closed","MAYORS' COUNCIL OF GUAM","1","20000","20000","","0","","","","2013/09/25 23:06:00","No","","2006/02/02 00:00:00","2006/02/02 00:00:00","CATEX"
"1731","California","Solano","HMGP","DR-1731-0059-R","83","Earthquake","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","Vacaville, Buck Avenue Reservoir","SOLANO","Closed","Vacaville","0.75","1256826.75","1675769","1256827","418942","2017/01/12 00:00:00","","2019/04/30 00:00:00","2019/04/30 00:00:00","No","","2019/04/29 00:00:00","2019/04/29 00:00:00","CATEX"
"1743","Hawaii","Hawaii","HMGP","DR-1743-0001-R","3","","205.8: Retrofitting Public Structures - Wind","Hawaii County Critical Facility Retrofit: Waiakea High School Gym","HAWAII","Closed","Hawaii (County)","0.75","322892.25","430523","322892","107631","2011/08/25 00:00:00","","2011/08/25 00:00:00","2016/09/06 20:11:26","No","","2010/10/21 00:00:00","2010/09/28 00:00:00","CATEX"
"1888","Arizona","Pima","HMGP","DR-1888-0015-R","300","Fire","100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)","Tohono O'odham Nation-Mitigation & Outreach 5% Initiative Project","PIMA","Closed","Tohono O'odham Reservation and Trust Lands","0.75","15354.75","20473","15355","5118","2012/04/05 00:00:00","","2015/06/01 00:00:00","2015/06/01 00:00:00","Yes","","2015/06/01 00:00:00","2015/06/01 00:00:00","CATEX"
"1629","Nevada","Washoe","HMGP","DR-1629-0002-F","1","","600.1: Warning Systems (as a Component of a Planned, Adopted, and Exercised Risk Reduction Plan)","City of Sparks Electronic Warning Signs","WASHOE","Closed","Sparks","0.75","22872","30496","22872","7624","2007/08/10 00:00:00","","2008/04/02 00:00:00","2008/04/02 00:00:00","No","","2008/04/02 00:00:00","2008/04/02 00:00:00","CATEX"
"1743","Hawaii","Honolulu","HMGP","DR-1743-0002-R","1","Hurricane","205.8: Retrofitting Public Structures - Wind","Critical Facility Retrofit: American Red Cross - Hawaii State Chapter","HONOLULU","Closed","AMERICAN RED CROSS","0.40962","15749.89","38450","15750","22700","2011/12/08 00:00:00","","2011/12/08 00:00:00","2015/07/23 19:21:52","No","","2011/10/19 00:00:00","2011/10/19 00:00:00","CATEX"
"1738","Nevada","Statewide","HMGP","DR-1738-0002-F","3","Earthquake","105.1: Applied Research and Development in the Building Sciences","NV Bureau of Mines & Geology, Statewide Unreinforced Masonry Bldg. (URM) Invent.","STATEWIDE","Closed","NEVADA BUREAU OF MINES & GEOLOGY","0.75","15948.75","21265","15949","5316","2009/06/30 00:00:00","","2013/11/21 00:00:00","2013/11/21 00:00:00","No","","2013/11/21 00:00:00","2013/11/21 00:00:00","CATEX"
"1731","California","San Diego","HMGP","DR-1731-0032-R","5001","","100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)","San Pasqual Educational Program","SAN DIEGO","Closed","San Pasqual Indian Reservation","0.75","4665","6220","4665","1555","2009/01/28 00:00:00","","2017/08/30 00:00:00","2017/08/30 00:00:00","Yes","","2017/08/23 00:00:00","2017/08/23 00:00:00","CATEX"
"5095","Arizona","Mohave","HMGP","DR-5095-0004-P","5","Fire","95.2: Planning Related Activities","Mohave County CWPP Plan Update Project #3, FMAG HMGP","MOHAVE","Closed","ARIZONA STATE FORESTRY DIVISION","0.75","22897","30529.33","22897","7632.33","2017/04/07 00:00:00","","2021/03/16 00:00:00","2021/03/16 00:00:00","No","No","2021/03/15 00:00:00","2021/03/15 00:00:00","CATEX"
"1581","Arizona","Statewide","HMGP","DR-1581-0001-P","3","Flood","92.1: State Multihazard Mitigation Plan","AZ-DEM, State Hazard Mitigation Plan Upgrade - Flood Control Structures","STATEWIDE","Closed","Statewide","0.75","36000","48000","36000","12000","2006/06/05 00:00:00","","2009/11/10 00:00:00","2009/11/09 00:00:00","No","","2009/11/09 00:00:00","2009/11/09 00:00:00","CATEX"
"4308","California","Stanislaus","HMGP","DR-4308-0027-R","205","","403.6: Aquifer Storage and Recovery (ASR)","MARPRO Central California Irrigation Dist.-Orestimba Creek Recharge and Recovery","STANISLAUS","Closed","CENTRAL CALIFORNIA IRRIGATION DISTRICT","0.75","502912.5","670550","","167637","","","","2022/02/11 21:44:07","No","","2018/09/10 00:00:00","2018/06/01 00:00:00",""
"5189","California","San Diego","HMGP","DR-5189-0009","11","Fire","300.2: Vegetation Management - Wildfire","Alpine Creek Fuels Reduction","SAN DIEGO","Pending","ALPINE FIRE PROTECTION DISTRCT","0.75","135000","180000","","45000","","","","","No","","","2019/02/28 00:00:00",""
"4365","Hawaii","Honolulu","HMGP","DR-4365-0007-R","7","Tsunami","600.1: Warning Systems (as a Component of a Planned, Adopted, and Exercised Risk Reduction Plan)","CiCoHNL-EMA, Oahu Coastal Community, Tsunami Signage","HONOLULU","Pending","HONOLULU CIVIL DEFENSE","0.75","780750","1041000","","260250","","","","","No","","2021/06/07 00:00:00","2020/04/23 00:00:00",""
"4365","Hawaii","Statewide","HMGP","DR-4365-0001-M","1","Flood","700.1: Management Costs - Salaries; 700.2: Management Costs - Equipment; 700.4: Management Costs - Supplies","State Management Costs","STATEWIDE","Approved","STATE OF HAWAII - DEPARTMENT OF DEFENSE","1","405038","405038","405038","0","2018/09/04 00:00:00","","2020/09/09 00:00:00","","No","","2020/09/02 00:00:00","2020/09/02 00:00:00","CATEX"
"4431","California","Los Angeles","HMGP","DR-4431-0014","700","Earthquake","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic"," + Orchard Dale Water District, Replacement of the Miller Reservoir","LOS ANGELES","Pending","ORCHARD DALE WATER DISTRICT","0.75","2822704.5","3763606","","940901","","","","","No","","","2020/07/28 00:00:00",""
"1533","Guam","Guam","HMGP","DR-1533-0001-R","1","Typhoon","205.8: Retrofitting Public Structures - Wind","DOC-Harden Generator Shelters","GUAM","Closed","DEPARTMENT OF CORRECTIONS","1","47000","47000","","0","","","","2013/11/27 20:29:39","No","","2006/02/02 00:00:00","2006/02/02 00:00:00","CATEX"
"1731","California","Santa Barbara","HMGP","DR-1731-0028-R","51","Earthquake","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","Santa Barbara County, Seismic Retrofit Santa Maria Court Facility","SANTA BARBARA","Closed","Santa Barbara (County)","0.75","645000","860000","645000","215000","2010/09/22 00:00:00","","2012/04/06 00:00:00","2013/09/04 00:00:00","No","","2012/04/06 00:00:00","2012/04/06 00:00:00","CATEX"
"1281","Nevada","Lincoln","HMGP","DR-1281-0004-R","4","Flood","405.1: Other Minor Flood Control","Lincoln County Curb, Gutter and Road Resurfacing Construction","LINCOLN","Closed","Lincoln (County)","0.75","96608.25","128811","96608","32203","2000/09/01 00:00:00","","2005/06/16 00:00:00","2004/09/07 00:00:00","No","","2005/06/16 00:00:00","2005/06/16 00:00:00","CATEX"
"4308","California","Inyo","HMGP","DR-4308-0030-R","217","","300.2: Vegetation Management - Wildfire","2018 Bishop Paiute Fire Management Project","INYO","Approved","BISHOP PAIUTE TRIBE","0.75","145607.25","194143","145607.25","48535.75","2018/09/18 00:00:00","","2021/02/25 00:00:00","","No","Yes","2020/04/30 00:00:00","2020/04/30 00:00:00","EA"
"4201","Hawaii","Statewide","HMGP","DR-4201-0001-F","1","","601.1: Generators","Maui Food Bank Emergency Generator Installation","STATEWIDE","Closed","Wailuku","0.75","30000","40000","0","10000","","","2016/06/29 00:00:00","2016/10/06 20:04:43","No","No","2016/06/15 00:00:00","2016/06/15 00:00:00","CATEX"
"5189","California","Riverside","HMGP","DR-5189-0008","6","Mud/Landslide","403.8: Floodwater and Mudflow diversions - post-wildfire","Rice Canyon Hazard Mitigation Project","RIVERSIDE","Pending","Lake Elsinore","0.75","1346475","1795300","","448825","","","","","No","","","2019/02/28 00:00:00",""
"4308","California","Contra Costa","HMGP","DR-4308-0038-R","314","","601.2: Generators - Regular","Judicial Council of California, Generator - Wakefield Taylor Courthouse","CONTRA COSTA","Approved","JUDICIAL  COUNCIL","0.7499974","332970","443961.54","332970","110991.54","2020/04/16 00:00:00","","2021/03/02 00:00:00","","No","No","2021/03/01 00:00:00","2021/03/01 00:00:00","CATEX"
"4203","Arizona","Maricopa","HMGP","DR-4203-0007","7","Other (Specify in Comments)","91.5: Local Multijurisdictional Multihazard Mitigation Plan - UPDATE","**Maricopa FCD, McMicken Dam Emergency Action Plan Update","MARICOPA","Pending","MARICOPA FLOOD CONTROL DIST,","0.29906542","160000","535000","","375000","","","","","No","","","2015/09/25 00:00:00",""
"4365","Hawaii","Maui","HMGP","DR-4365-0002-R","2","","601.1: Generators; 
601.2: Generators - Regular","Maui Food Bank Generator Project","MAUI","Approved","Wailuku","0.75","93750","125000","93750","31250","2019/12/23 00:00:00","","2019/12/23 00:00:00","","No","No","2019/12/19 00:00:00","2019/12/09 00:00:00","CATEX"
"4365","Hawaii","Honolulu","HMGP","DR-4365-0008-F","8","","104.1: Developing, Implementing and Enforcing Codes, Standards, Ordinances and Regulations","CiCoHNL-CCSR, 5% Shoreline and Special Management Area Regulations","HONOLULU","Closed","Honolulu","0.73442","219157.54","298409","","79251","","","","2021/07/29 19:20:31","No","No","2020/07/07 00:00:00","2020/04/23 00:00:00","CATEX"
"1888","Arizona","La Paz","HMGP","DR-1888-0008","8","Flood","403.4: Stormwater Management - Detention/Retention Basins; 
405.1: Other Minor Flood Control"," +La Paz County-Wenden/Centennial Wash Drainage Improvements","LA PAZ","Closed","La Paz (County)","0.75","0","0","","220300","","","","2018/01/19 23:51:42","No","","","2011/06/17 00:00:00",""
"1585","California","San Luis Obispo","HMGP","DR-1585-0008-F","7","","105.1: Applied Research and Development in the Building Sciences","UC Berkeley, 2006 Improving CISN Central Calif Earthquake Monitoring","SAN LUIS OBISPO","Closed","UNIVERSITY OF CALIFORNIA, BERKELEY","0.75","108999.75","145333","109000","36333","2006/04/21 00:00:00","","2006/04/21 00:00:00","2008/10/23 00:00:00","No","","2006/03/29 00:00:00","2006/03/29 00:00:00","CATEX"
"4308","California","San Diego","HMGP","DR-4308-0029-R","218","Mud/Landslide","302.1: Landslide Stabilization - Structural","San Pasqual Hillside Stabilization Project","SAN DIEGO","Approved","San Pasqual Indian Reservation","0.75","296388.75","395185","283662","98796.25","2018/12/11 00:00:00","","2021/08/04 00:00:00","","Yes","Yes","2021/07/30 00:00:00","2021/07/30 00:00:00","EA"
"4353","California","Ventura","HMGP","DR-4353-0050-F","106","","600.1: Warning Systems (as a Component of a Planned, Adopted, and Exercised Risk Reduction Plan)","5% Ventura County WPD Improvement in Coverage of ALERT2 Flood Warning System","VENTURA","Pending","VENTURA COUNTY WATERSHED PROTECTION DISTRICT","0.75","86632.5","115510","","28877.5","","","","","No","","2019/04/02 00:00:00","2019/03/30 00:00:00",""
"4569","California","Napa","HMGP","DR-4569-0004","344","Flood","904.1: Advanced Assistance"," + Advance Assistance - Kimball Water Treatment Plant Improvement Project","NAPA","Pending","Calistoga","0.75","836250","1115000","","278750","","","","","No","","","2021/11/16 00:00:00",""
"1267","California","Kern","HMGP","DR-1267-0005-R","469","Earthquake","205.4: Non Structural Retrofitting/Rehabilitating Public Structures - Seismic","Bakersfield  College Student Services Seismic Retrofit","KERN","Closed","KERN COMMUNITY COLLEGE DISTRICT","0.75","1279809","1706412","1279809","426603","2000/10/04 00:00:00","","2005/11/25 00:00:00","2003/12/10 00:00:00","No","","2005/11/25 00:00:00","2005/11/25 00:00:00","CATEX"
"4301","California","Sonoma","HMGP","DR-4301-0002-R","190","Flood","403.3: Stormwater Management - Flapgates/Floodgates","Sonoma County Water Agency - Penngrove Lift Station Flood Resiliency Project","SONOMA","Approved","SONOMA COUNTY WATER AGENCY","0.75","880883.25","1174511","880883.25","293627.75","2017/08/08 00:00:00","","2021/04/08 00:00:00","","No","No","2021/02/25 00:00:00","2021/02/25 00:00:00","CATEX"
"1940","Arizona","Coconino","HMGP","DR-1940-0004","4","Fire","100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)","City of Flagstaff - Communty Firewise Initiative","COCONINO","Closed","Flagstaff","0.75","37500","50000","","12500","","","","2015/11/16 23:35:51","No","","","2012/01/25 00:00:00",""
"4353","California","San Luis Obispo","HMGP","DR-4353-0012-P","226","Fire","95.2: Planning Related Activities","7% San Luis Obispo County, Hazard Mitigation Community Wildfire Protection Plan","SAN LUIS OBISPO","Closed","San Luis Obispo (County)","0.75","150000","200000","","50000","","","","2020/07/14 19:10:11","No","","2019/04/02 00:00:00","2019/03/29 00:00:00",""
"4353","California","Ventura","HMGP","DR-4353-0003-R","311","","300.8: Vegetation Management - Post-wildfire burn area restoration; 302.3: Landslide Stabilization - Post-wildfire non-structural treatments; 304.2: Post Wildfire Reforestation; 403.1: Stormwater Management - Culverts","Ojai Soil Erosion Prevention Project","VENTURA","Approved","OJAI VALLEY LAND CONSERVANCY","0.749998","110391.46","147189","110391","36797.54","2018/05/11 00:00:00","","2021/12/20 00:00:00","","No","No","2021/12/15 00:00:00","2021/12/15 00:00:00","CATEX"
"5293","California","San Bernardino","HMGP","DR-5293-0007","337","Fire","300.2: Vegetation Management - Wildfire"," +Hazardous Fuels Reduction","SAN BERNARDINO","Pending","SAN BERNARDINO COUNTY","0.75","1050000","1400000","","350000","","","","","No","","","2021/06/24 00:00:00",""
"4301","California","Statewide","HMGP","DR-4301-0016-P","213","","92.2: State Multihazard Mitigation Plan - UPDATE","7% Cal OES Climate Adaptation Planning Guide (APG) Update","STATEWIDE","Closed","Statewide","0.75","308726.94","411635.92","308726.94","102908.98","2018/05/01 00:00:00","","2021/10/02 00:00:00","2021/10/02 03:24:09","No","No","2021/10/01 00:00:00","2021/10/01 00:00:00","CATEX"
"5293","California","Santa Cruz","HMGP","DR-5293-0014","722","","302.1: Landslide Stabilization - Structural"," + Jordan Gulch Middle Fork Embankment Stabilization","SANTA CRUZ","Pending","UNIVERSITY OF CALIFORNIA, SANTA CRUZ","0.75","394713","526284","","131571","","","","","No","","","2021/06/24 00:00:00",""
"4366","Hawaii","Hawaii","HMGP","DR-4366-0007-R","15","","401.1: Water and Sanitary Sewer System Protective Measures","CoHI-DWS, Parker No 2, Waiaha and Lalamilo B Wells, Hardening","HAWAII","Approved","COUNTY OF HAWAII - DEPT OF WATER SUPPLY","0.75","236250","315000","236250","78750","2021/10/26 00:00:00","","2021/11/15 00:00:00","","No","No","2021/11/15 00:00:00","2021/11/15 00:00:00","CATEX"
"1427","Federated States of Micronesia","Kosrae","HMGP","DR-1427-0001-R","1","Typhoon","400.1: Utility Protective Measures (Electric, Gas, etc.)","KUA- Harden Malem/Utwe Distribution System","KOSRAE","Closed","KOSRAE STATE KOSRAE UTILITIES AUTHORITY (KUA)","0.75","696750.75","929001","696751","232250","2004/06/09 00:00:00","","2015/02/03 00:00:00","2015/02/03 19:26:51","No","","2015/02/03 00:00:00","2015/02/03 00:00:00","CATEX"
"4305","California","Orange","HMGP","DR-4305-0005-P","13","","91.3: Local Multihazard Mitigation Plan - UPDATE","7% San Juan Capistrano LMHMP - UPDATE","ORANGE","Closed","San Juan Capistrano","0.75","30000","40000","30000","10000","2018/04/24 00:00:00","","2018/04/24 00:00:00","2020/03/31 00:00:00","No","No","2018/04/19 00:00:00","2018/03/14 00:00:00","CATEX"
"4305","California","Monterey","HMGP","DR-4305-0016-R","109","Flood","401.1: Water and Sanitary Sewer System Protective Measures","CAWD Wastewater Outfall & Force Main Flood HM Project","MONTEREY","Withdrawn","CARMEL AREA WASTEWATER DISTRICT","0.75","1072404","1429872","","357468","","","","","No","","2018/05/17 00:00:00","2018/03/14 00:00:00",""
"4353","California","Merced","HMGP","DR-4353-0034","215","","403.5: Floodwater Storage and Diversion","San Luis Water District - Outside Canal to Charleston Drain Intertie","MERCED","Closed","SAN LUIS WATER DISTRICT","0.75","3723945","4965260","","1241315","","","","2020/06/11 00:00:00","No","","2019/04/02 00:00:00","2019/03/30 00:00:00",""
"4569","California","Los Angeles","HMGP","DR-4569-0037","458","Earthquake","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","Aldama ES Main Building & Auditorium Seismic Retrofit","LOS ANGELES","Pending","LOS ANGELES UNIFIED SCHL DIST","0.74999993","2577314","3436419","","859105","","","","","No","","","2021/11/17 00:00:00",""
"4353","California","Santa Barbara","HMGP","DR-4353-0019-R","314","","403.4: Stormwater Management - Detention/Retention Basins","Santa Barbara, San Ysidro Creek Debris Basin Capacity Improvement Project","SANTA BARBARA","Approved","Santa Barbara (County)","0.74890806","1716513","2292021","1716513","575508","2022/01/21 00:00:00","","2022/01/21 00:00:00","","No","No","2019/04/02 00:00:00","2019/03/29 00:00:00","EA"
